GHG ID No. / No d'identification de GES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company Business Number / Numéro d'entreprise de la société déclarante,DUNS Number / Numéro DUNS,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,CO2 (tonnes),CO2 (tonnes CO2e / tonnes éq. CO2),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes), HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2),Monitoring or Direct Measurement / Surveillance ou mesure directe,Mass Balance / Bilan massique,Emission Factors / Facteurs d'émission,Engineering Estimates / Calculs techniques
G10663,2013,111 Progress,111 Progress Avenue,Scarborough,Ontario,M1P2Y9,43.7718,-79.2735,5688,322130,Paperboard Mills,Usines de carton,Atlantic Packaging Products Ltd.,,100326008,,Fatima Correia,Environmental Manager,4162985431,,fatima_correia@atlantic.ca,111 Progress Avenue,Scarborough,Ontario,M1P2Y9,44176,44176,0.8704,21.76,0.7758,231.1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44428.9484,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10664,2013,Brampton Brick,225 Wanless Drive,Brampton,Ontario,L7A1E9,43.7211,-79.8164,7302,327120,Clay Building Material & Refractory Mfg.,Fab. produits réfract. & mat. constr. en argile,Brampton Brick Limited,,100621424,,Brad Cobbledick,Vice President Technical Services,9058401011,,bcobbledick@bramptonbrick.com,225 Wanless Drive,Brampton,Ontario,L7A1E9,56481.57,56481.57,0.55,13.75,0.66,196.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56692,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10668,2013,Northern Prairie Thermal Electric Power Plant,"RR#1, Site 14",Sexsmith,Alberta,T0H3C0,55.3405,-119.2185,23432,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,"Grande Prairie Generation, Inc.",,851535799,,Leonard Salacki,Manager,7807662195,,leonard.salacki@exeloncorp.com,PO Box 15 Site 14,Sexsmith,Alberta,T0H 3C0,131030.1151,131030.1151,27.6483,691.2075,2.1318,635.2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132356.599,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10669,2013,Mine Canadian Malartic,100 Chemin du Lac Mourier,Malartic,Quebec,J0Y 1Z0,48.1191,-78.11899,25188,212220,Gold & Silver Ore Mining,Extraction de minerais d'or et d'argent,Corporation minière Osisko,,104016274,,,,,,,,,,,121460.93,121460.93,6.72,168,45.16,13457.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135086.61,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10670,2013,DAPP Power LP,,Westlock,Alberta,T7P 2N9,54.41587,-114.17433,25231,221119,Other Electric Power Generation,Autres activités de production d'électricité,DAPP Power LP,,866055056,,Grant Noll,VP Operations,4032619754,,gnoll@verdantenergyltd.com,100 525 11 Avenue Southwest,Calgary,Alberta,T2R 0C9,845.9049,845.9049,22.0885,552.2125,14.6728,4372.4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5770.6118,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10671,2013,Jackfish 2 SAGD Plant,,Conkin,Alberta,,55.52806,-110.8683,24465,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Devon Canada Corporation,Devon Canada Corporation,100203223,243474053,Maude Ramsay,Supervisor Environmental Compliance,4036632708,,Maude.Ramsay@dvn.com,2000 400 3 Avenue Southwest,Calgary,Alberta,T2P4H2,511537.3707,511537.3707,690.4068,17260.17,3.097,922.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529720.4467,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10675,2013,Horn River Comp Stn c-067-K,,n/a,British Columbia,,59.47292,-122.33437,23528,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Encana Corporation,Encana Corporation,894135797,200751980,Filiz Onder,"Manager, Air Quality",4036454629,,filiz.onder@encana.com,500 Centre Street Southeast,Calgary,Alberta,T2G1A6,69395.609,69395.609,362.731,9068.275,0.994,296.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78760.096,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10676,2013,Hythe Comp Stn A-005-G,,n/a,British Columbia,,55.58352,-120.1806,22887,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Encana Corporation,Encana Corporation,894135797,200751980,Filiz Onder,"Manager, Air Quality",4036454629,,filiz.onder@encana.com,500 Centre Street Southeast,Calgary,Alberta,T2G1A6,45024.712,45024.712,114.82,2870.5,0.74,220.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48115.732,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10677,2013,Fanshawe College of Applied Arts and Technology,1001 Fanshawe College Boulevard,London,Ontario,N5Y5R6,43,-81.11,26457,611210,Community Colleges & C.E.G.E.P.s,Collèges communautaires & cégeps,Fanshawe College of Applied Arts and Technology,,107376576,207833864,Elaine Gamble,Senior Manager Corporate Communications,5194524430,5024,egamble@fanshawec.ca,1001 Fanshawe College Boulevard,London,Ontario,N5Y 5R6,2908,2908,0.06,1.5,0.05,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.4,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10679,2013,Gibraltar Mine (SFO),10251 Gibraltar Mine Rd. Road,McLeese Lake,British Columbia,V0L1P0,52.531,-122.286,1303,212233,Copper-Zinc Ore Mining,Extraction de minerais de cuivre-zinc,Gibraltar Mines Ltd.,,869936682,203682468,David Rouleau,"General Manager - Taseko Gibraltar, VP Mine Operations - Taseko",2509921802,402,drouleau@gibraltarmine.com,PO Box 130 10251 Gibraltar Mine Rd. Road,McLeese Lake,British Columbia,V0L1P0,84364.06,84364.06,5.147185,128.679625,13.224878,3941.013644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88433.75327,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10683,2013,Kawartha Ethanol Inc.,6830 Highway 7,Havelock,Ontario,K0L 1Z0,44.442017,-77.82546,29036,325190,Other Basic Organic Chemical Mfg.,Fab. d'autres produits chim. organiques de base,Kawartha Ethanol Inc.,,816834741,,Steve ten Doeschate,Plant Manager,7057781916,,sten@kawarthaethanol.ca,6830 Highway #7 Highway,Havelock,Ontario,K0L1Z0,21505.53752,21505.53752,0.423707,10.592675,0.377652,112.540296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21628.67049,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10684,2013,Emballages Krupack Place Turcot,5845 Place Turcot,Montréal,Quebec,H4C1V9,45.4625,-73.6055,5472,322130,Paperboard Mills,Usines de carton,Kruger Inc,Kruger - Krupack Packaging,102887262,202229431,Francois Bozet,Surintendant - Environnement,5149340600,276,fbozet@pb.kruger.com,5845 Place Turcot Place,Montréal,Quebec,H4C1V9,39672,39672,39.04,976,0.81,241.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40889.38,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10686,2013,Methanex Medicine Hat Methanol Plant,3806 Box Springs Road NW Road,Medicine Hat,Alberta,T1A 7H1,50.0797,-110.728,1782,325190,Other Basic Organic Chemical Mfg.,Fab. d'autres produits chim. organiques de base,Methanex Corporation,Methanex,103972048,,Mojeed Oladimeji,Environmental Engineer,4035278141,475,moladimeji@methanex.com,PO Box 1100 3806 Box Spring,Medicine Hat,Alberta,T1A7H1,298568.806,298568.806,62.837,1570.925,5.188,1546.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301685.755,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10687,2013,Bridgewater Plant,233 Logan Road,Bridgewater,Nova Scotia,B4V2X3,44.3853,-64.541,3468,326210,Tire Mfg.,Fabrication de pneus,Michelin North America (Canada),,138411798,207275843,Jennifer Levy,Industrial Hygiene and Environment Technician,9025412524,,jennifer.levy@ca.michelin.com,PO Box 300,Bridgewater,Nova Scotia,B4V2X3,26379.23,26379.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26379.23,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet,Not Applicable / Sans objet
G10690,2013,Spy Hill Generating Station,"Rural Municipality of Spy Hill
SouthWest 1/4 of Section 3, Township 19, Range 32, W1M",Rural Municipality of Spy Hill,Saskatchewan,S0A 3W0,50.3554,-101.5056,25077,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Northland Power Inc.,Northland Power Inc.,888472891,,Jim Mulvale,"Manager, EH&S",6472881273,,jim.mulvale@northlandpower.ca,1200 30 St. Clair Avenue West,Toronto,Ontario,M4V3A1,64409.855,64409.855,16.802,420.05,1.68,500.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65330.545,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10692,2013,Waskada Plant (MBGP1000042 and MBBT1000040),,n/a,Manitoba,,49.06829,-100.81472,23116,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Penn West Petroleum Ltd,Penn West Exploration,898888284,252197710,,,,,,,,,,76395.3867,76395.3867,239.8614,5996.535,0.3526,105.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82496.9965,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10693,2013,Peyto Nosehill 11-21-055-20 W5M,,Edson,Alberta,,53.7683,-116.9154,21754,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Peyto Exploration and Development Corporation,Peyto Exploration and Development Corporation,886003763,,Jennifer Carscallen,Environmental Coordinator,4039102499,,jcarscallen@arletta.ca,175 601 6 Avenue Southwest,Calgary,Alberta,T2R0B2,53824.318,53824.318,244.156,6103.9,28.5572,8510.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68438.2636,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10697,2013,ROXUL Inc.,805 Steeles Avenue,Milton,Ontario,L9T5H3,43.5332,-79.8874,5687,327990,All Other Non-Metallic Mineral Product Mfg.,Fab. de tous les autres prod. miné. non métall.,ROXUL Inc.,,121217772,247798994,Leslie McLaren,Manager Government Affairs & Corporate Communications,9058788474,4307,leslie.mclaren@roxul.com,105 420 Bronte Street South,Milton,Ontario,L9T 0H9,93245.5,93245.5,0.9486,23.715,0.69609,207.43482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93476.64982,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10699,2013,Usine Abitibi-O (La Sarre) et Bois-Jointé,495 111 Route,La Sarre,Quebec,J9Z2X6,48.8061,-79.2277,6303,321111,Sawmills (except Shingle & Shake Mills),Scieries sauf usines de bard. & bard. de fente,Tembec,Tembec,816718357,,,,,,,,,,,1666,1666,0.09,2.25,0.69,205.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.87,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10700,2013,Valley Power LP,5302 34 Avenue,Drayton Valley,Alberta,T7A 1S3,53.20626,-114.98381,25131,221119,Other Electric Power Generation,Autres activités de production d'électricité,Valley Power LP,,882429715,,Grant Noll,"Vice President, Operations",4032619754,,gnoll@verdantenergyltd.com,100 525 11th Avenue Southwest,Calgary,Alberta,T2R0C9,651.728,651.728,13.1725,329.3125,8.74939,2607.31822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588.35872,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10703,2013,Expert Manufacturing Inc.,180 Viceroy Road,Concord,Ontario,L4K 2L8,43.78783,-79.4752,,337214,Office Furniture (except Wood) Mfg.,Fabrication de meubles de bureau (sauf en bois),Expert Manufacturing Inc.,,139456826,,Marcia Bortolin,Office Manager,9057387575,108,marcia_bortolin@globaltotaloffice.com,180 Viceroy Road,Concord,Ontario,L4K2L8,384.6,384.6,0.016,0.4,0.006,1.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.788,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10706,2013,Global File Inc.,7939 Keele Street,Concord,Ontario,L4K 1Y6,43.80355,-79.50016,25425,337214,Office Furniture (except Wood) Mfg.,Fabrication de meubles de bureau (sauf en bois),Global File Inc.,,866545486,,Yosi Shachar,General Manager,4168460123,,yosi@globalfile.ca,7939 keele Street,Concord,Ontario,L4K 1Y6,2335.458,2335.458,0.066,1.65,0.043,12.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349.922,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet,Not Applicable / Sans objet
G10709,2013,Shepard Landfill,12111 52nd Street,Calgary,Alberta,T3N1B6,50.9505,-113.958,19876,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,City of Calgary,City of Calgary,119457869,,Corey Colbran,Landfill Operations Leader,4032688416,,corey.colbran@calgary.ca,PO Box 2100 Stn M #27,Calgary,Alberta,T2P2M5,950,950,1332.64,33316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34266,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G10710,2013,Alliston,4700 Industrial Parkway,Alliston,Ontario,L9R1A2,44.1486,-79.8408,397,336110,Automobile & Light-Duty Motor Vehicle Mfg.,Fab. de voitures & véhicules automobiles légers,Honda Canada Inc.,Honda Canada Inc.,102390598,249513920,Maureen Ramsay,"Technical Coordinator, Environmental Group",7054355561,2394,Maureen_Ramsay@hcm.honda.com,4700 Tottenham Road,Alliston,Ontario,L9R1A2,56758.417,56758.417,1.135,28.375,1.085,323.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57110.122,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10711,2013,Pikes Peak South Thermal 05-07-049-23W3,,Waseca,Saskatchewan,S0M 3A0,53.21062,-109.36673,27099,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Chris Meloche,"Manager, Upstream Environmental Operations",4037501522,,chris.meloche@huskyenergy.com,PO Box 6525,Calgary,Alberta,T2P3G7,226947.708,226947.708,79.144,1978.6,1.513,450.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229377.182,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10712,2013,5-1-77-17W6,,Sundown,British Columbia,v0c9A9,55.51558,-120.13098,25008,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Murphy Oil Company Ltd,,120717624,200771749,,,,,,,,,,85843.4188,85843.4188,26.2745,656.8625,1.4533,433.0834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86933.3647,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10713,2013,Tupper A-21-B/093-P-09,,Tupper,British Columbia,v0c 9A9,55.5154,-120.12987,20195,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Murphy Oil Company Ltd,,120717624,200771749,,,,,,,,,,54923.41576,54923.41576,28.772037,719.300925,0.861603,256.757694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55899.47438,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10714,2013,Musreau Gas Plant,Unnamed Rd Road,Greenview No. 16,Alberta,,54.38681,-118.77192,25284,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Pembina Pipeline Corporation,,805308095,,Shannon  Taggart-Semmens,Environmental Specialist,4032316731,,staggart-semmens@pembina.com,3800 525-8th Avenue Southwest,Calgary,Alberta,T2P1G1,50982.7585,50982.7585,822.4608,20561.52,1.5152,451.5296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71995.8081,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G10715,2013,CORY,7 Highway,Saskatoon,Saskatchewan,S7K3N9,52.0904,-106.8741,6507,212396,Potash Mining,Extraction de potasse,PotashCorp,,119482909,248190209,Mark Getzlaf,"Director, Environment",3069338500,8542,mngetzlaf@potashcorp.com,500 122 1st Avenue South,Saskatoon,Saskatchewan,S7K7G3,61870.001,61870.001,1.25,31.25,1.1906,354.7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62256.0498,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10716,2013,Patience Lake Division,,Saskatoon,Saskatchewan,S7K3L6,52.117,-106.6609,6884,212396,Potash Mining,Extraction de potasse,PotashCorp,,119482909,248190209,,,,,,,,,,67720.147,67720.147,1.31646,32.9115,1.21098,360.87204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68113.93054,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10717,2013,"Praxair Canada Inc.,  Varennes Carbon Dioxide Plant",3325 Marie Victorin,Varennes,Quebec,J3X1P7,45.7072,-73.42298,8796,325120,Industrial Gas Mfg.,Fabrication de gaz industriels,Praxair Canada Inc.,,897536637,,,,,,,,,,,52363.777,52363.777,5.004,125.1,0.003,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52489.771,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10718,2013,PROFILE INDUSTRIES INC.,201 Garyray Drive,Weston,Ontario,M9L2T2,43.7689,-79.5371,7088,337214,Office Furniture (except Wood) Mfg.,Fabrication de meubles de bureau (sauf en bois),Profile Industries Ltd.,,137161428,,Oliver Szulc,"Process, Quality and Environmental E.I.T",4167482505,131,oliver.szulc@profileindustries.ca,201 Garyray Drive,Toronto,Ontario,M9L 2T2,2165.24,2165.24,0.039,0.975,0.0377,11.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.4496,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10719,2013,Lieu d'enfouissement technique,400 de la Gabelle Boulevard,Saint-Etienne-des-Grès,Quebec,G0X2P0,46.4332,-72.7438,6301,562990,All Other Waste Management Services,Tous les autres services de gestion de déchets,Régie de gestion des matières résiduelles de la Mauricie,,132638339,,Daniel Pépin,Directeur général,8193733677,232,dpepin@rgmrm.com,400 De la Gabelle Boulevard,Saint-Étienne-des-Grès,Quebec,G0X2P0,1420,1420,3348.603,83715.075,0.569,169.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85304.637,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10720,2013,Lieu enfouissement technique de Champlain,295 rang Ste-Marie,Champlain,Quebec,G0X 1C0,46.27,-72.21,,562990,All Other Waste Management Services,Tous les autres services de gestion de déchets,Régie de gestion des matières résiduelles de la Mauricie,,132638339,,,,,,,,,,,456,456,2872.03,71800.75,0.21,62.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72319.33,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10721,2013,Yellow Head Power Station,10 Russett Road,North Battleford,Saskatchewan,S9A2Y4,52.72,-108.23,25271,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,Saskatchewan Power Corporation,SaskPower,119429678,200682151,Bruce Ughetto,Emissions Planning Engineer,3065662871,,bughetto@saskpower.com,2025 Victoria Avenue,Regina,Saskatchewan,S4N3h7,182281,182281,47,1175,5,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184946,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G10722,2013,Mine du Lac Bloom,880 389 Route,Fermont,Quebec,G0G1J0,52.505,-67.17,8783,212210,Iron Ore Mining,Extraction de minerais de fer,SEC Mine de Fer du Lac Bloom,Cliffs Bloom Lake,336599443,,Marie-Claude Perron,Environnement,4182872000,,Marie-Claude.Perron@CliffsNR.com,755 389 Route,Fermont,Quebec,G0G 1J0,74869.7,74869.7,3.06,76.5,20.77,6189.46,,,0.00284,1.917,0.00284,9.94,0.00568,8.1224,,,,,,,,,,,,,,,,,,,19.9794,,,,,,,,,,,,,,,,,,81155.6394,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G10723,2013,STP McKay Thermal Project ,,Fort McMurray,Alberta,,56.88079,-112.24273,26148,211114,Non-Conventional Oil Extraction,Extract. de pétrole par méthodes non classiques,Southern Pacific Resource Corp.,Southern Pacific Resource,124587635,,,,,,,,,,,136017.29,136017.29,32.062,801.55,2.418,720.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137539.404,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G10724,2013,City View Drive,165 City View Drive,Toronto,Ontario,M9W5B1,43.7043,-79.5877,11043,337127,Institutional Furniture Mfg.,Fabrication de meubles d'institutions,Spec Furniture Inc.,,129955225,,Jed McKie,IMS Leader,4162465540,5562,jmckie@specfurniture.com,165 City View Drive Drive,Toronto,Ontario,M9W5B1,808.2099,808.2099,0.0158,0.395,0.0163,4.8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.4623,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10725,2013,Farrell Creek Facility,,N/A,British Columbia,,56.23667,-122.09722,24059,211113,Conventional Oil & Gas Extraction,Extract. pétrole & gaz par méthodes classiques,Talisman Energy,Talisman Energy Inc.,886824911,,Garrett Hoeksema,Data Management and Reporting Specialist,4039208752,,ghoeksema@talisman-energy.com,2000 888 3 Street Southwest,Calgary,Alberta,T2P5C5,54735.759,54735.759,536.404,13410.1,0.865,257.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68403.629,Applicable,Applicable,Applicable,Not Applicable / Sans objet
G10727,2013,Central Heating and Cooling Plant,3550 24th Ave NW Avenue,Calgary,Alberta,T2N1N4,51.0749,-114.1387,23257,611310,Universities,Universités,University of Calgary,,108102864,,Dexter Lam,Manager Office of Sustainability,4032107289,,lamd@ucalgary.ca,3838 24th Avenue Northwest,Calgary,Alberta,T2N1N4,58918,58918,0.52,13,0.05,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58945.9,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10728,2013,UNIVERSITY OF SASKATCHEWAN - SASKATOON,105 Administration Place,Saskatoon,Saskatchewan,S7N5A2,52.1299,-106.6313,6937,611310,Universities,Universités,University of Saskatchewan,,119279313,,Darrell Hart,"Safety Consultant, Safety resources",3069668512,,darrell.hart@usask.ca,Room 150 105 Maintenance Road,Saskatoon,Saskatchewan,S7N5C5,52914.1324,52914.1324,1.0892,27.23,1.01574,302.69052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53244.05292,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G10729,2013,York Energy Centre,18765 Dufferin Street,Newmarket,Ontario,L3Y 4V9,44.4,-79.31,26407,221112,Fossil-Fuel Electric Power Generation,Product. d'électr. à partir de combust. fossile,York Energy Centre LP,,803889096,,Amit Bhargava,"Director, Environmental Approvals & Compliance",4037167395,,abhargava@vereseninc.com,900 222 3rd Avenue Southwest,Calgary,Alberta,T2P0B4,41153.7886,41153.7886,10.735,268.375,1.074,320.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41742.2156,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
